"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL341665";"";"None";"508.67";"1";"4.06";"14";"COc1cc2nc(N(C)CCCCCCN(C)C(=O)c3cccc(CN(C)C)c3)nc(N)c2cc1OC";"Ki";"'='";"741.31";"nM";"6.13";"";"";"UO_0000065";"12.05";"0.23";"2.07";"6.32";"0";"CHEMBL616236";"Binding affinity at human cloned 5-hydroxytryptamine 1A receptor expressed in HeLa cells by [3H]8-hydroxy-2-(di-n-propylamino)tetraline displacement.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HeLa";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131296";"1";"Scientific Literature";"J Med Chem";"1998";"CHEMBL3308376";"";"";"";"-6.13"
"CHEMBL3235731";"";"None";"402.54";"0";"1.85";"13";"COc1ccccc1N1CCN(CCCCCC(=O)N2CCC[C@H]2C(N)=O)CC1";"Ki";"'='";"44.0";"nM";"7.36";"";"";"UO_0000065";"18.28";"0.35";"5.51";"9.30";"0";"CHEMBL3241203";"Displacement of [3H]-8-OH-DPAT from human 5-HT1A receptor expressed in HEK293 cells after 1 hr by beta-counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232956";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307715";"";"";"";"44.0"
"CHEMBL3235757";"";"None";"523.46";"1";"4.37";"51";"NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)c1ccc(CN2CCN(c3cccc(Cl)c3Cl)CC2)cc1";"Ki";"'='";"212.0";"nM";"6.67";"";"";"UO_0000065";"12.75";"0.25";"2.30";"9.55";"0";"CHEMBL3241203";"Displacement of [3H]-8-OH-DPAT from human 5-HT1A receptor expressed in HEK293 cells after 1 hr by beta-counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232956";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307715";"";"";"";"212.0"
"CHEMBL4797752";"";"None";"443.32";"0";"4.75";"35";"O=C(c1ccc(F)c(Cl)c1)N1CCC(F)(CNCCOc2ccc(Cl)cc2)CC1";"Ki";"'='";"3.89";"nM";"8.41";"";"";"UO_0000065";"18.97";"0.40";"3.66";"20.23";"0";"CHEMBL4670397";"Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665789";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 1.0 hr";"AGONIST";"";"8.41"
"CHEMBL4751777";"";"None";"438.90";"0";"4.10";"36";"COc1ccccc1OCCNCC1(F)CCN(C(=O)c2ccc(F)c(Cl)c2)CC1";"Ki";"'='";"0.0309";"nM";"10.51";"";"";"UO_0000065";"23.95";"0.48";"6.41";"20.69";"0";"CHEMBL4670397";"Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665789";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 1.0 hr";"AGONIST";"";"10.51"
"CHEMBL4753394";"";"None";"455.36";"0";"4.61";"41";"COc1ccc(OCCNCC2(F)CCN(C(=O)c3ccc(Cl)c(Cl)c3)CC2)cc1";"Ki";"'='";"1.23";"nM";"8.91";"";"";"UO_0000065";"19.57";"0.41";"4.30";"17.54";"0";"CHEMBL4670397";"Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665789";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 1.0 hr";"AGONIST";"";"8.91"
"CHEMBL4781985";"";"None";"437.92";"0";"4.13";"44";"CNc1ccccc1OCCNCC1(F)CCN(C(=O)c2ccc(F)c(Cl)c2)CC1";"Ki";"'='";"0.1175";"nM";"9.93";"";"";"UO_0000065";"22.68";"0.45";"5.80";"18.53";"0";"CHEMBL4670397";"Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665789";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 1.0 hr";"AGONIST";"";"9.93"
"CHEMBL4760666";"";"None";"451.95";"0";"4.16";"46";"CN(C)c1cccc(OCCNCC2(F)CCN(C(=O)c3ccc(F)c(Cl)c3)CC2)c1";"Ki";"'='";"0.302";"nM";"9.52";"";"";"UO_0000065";"21.06";"0.42";"5.36";"21.25";"0";"CHEMBL4670397";"Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665789";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 1.0 hr";"AGONIST";"";"9.52"
"CHEMBL4755058";"";"None";"465.93";"0";"4.05";"47";"CC(=O)Nc1cccc(OCCNCC2(F)CCN(C(=O)c3ccc(F)c(Cl)c3)CC2)c1";"Ki";"'='";"0.08318";"nM";"10.08";"";"";"UO_0000065";"21.63";"0.43";"6.03";"14.26";"0";"CHEMBL4670397";"Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665789";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 1.0 hr";"AGONIST";"";"10.08"
"CHEMBL4756041";"";"None";"459.92";"0";"4.64";"51";"O=C(c1ccc(F)c(Cl)c1)N1CCC(F)(CNCCOc2cccc3cccnc23)CC1";"Ki";"'='";"0.06026";"nM";"10.22";"";"";"UO_0000065";"22.22";"0.44";"5.58";"18.77";"0";"CHEMBL4670397";"Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665789";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 1.0 hr";"AGONIST";"";"10.22"
"CHEMBL4743868";"";"None";"476.38";"1";"5.15";"52";"O=C(c1ccc(Cl)c(Cl)c1)N1CCC(F)(CNCCOc2cccc3cccnc23)CC1";"Ki";"'='";"0.4266";"nM";"9.37";"";"";"UO_0000065";"19.67";"0.40";"4.22";"17.21";"0";"CHEMBL4670397";"Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665789";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 1.0 hr";"AGONIST";"";"9.37"
"CHEMBL28056";"";"None";"350.47";"1";"5.29";"(6aR,aR)-14";"Cc1cccc(C#N)c1-c1cccc2c1-c1cccc3c1[C@@H](C2)N(C)CC3";"Ki";"'='";"778.0";"nM";"6.11";"";"";"UO_0000065";"17.43";"0.31";"0.82";"22.60";"0";"CHEMBL615975";"Displacement of [3H]8-OH-DPAT from human 5-hydroxytryptamine 1A receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134402";"1";"Scientific Literature";"J Med Chem";"2001";"CHEMBL3308072";"";"";"";"778.0"
"CHEMBL98241";"";"None";"423.48";"0";"3.32";"7";"C[C@H](CN1CCN(c2cc(F)c(F)cc2F)CC1)N1C(=O)CC2(CCCC2)CC1=O";"Ki";"'='";"490.0";"nM";"6.31";"";"";"UO_0000065";"14.90";"0.29";"2.99";"14.39";"0";"CHEMBL615805";"Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HeLa";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145103";"1";"Scientific Literature";"J Med Chem";"2003";"CHEMBL3308376";"";"";"";"490.0"
"CHEMBL187928";"";"None";"651.73";"2";"7.32";"3";"O=C(/C=C/c1ccccc1)N(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)cc1)Cc1cccnc1.O=C(O)C(F)(F)F";"Ki";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"11.16";"0.20";"-1.32";"13.27";"0";"CHEMBL839740";"Binding affinity towards human 5-hydroxytryptamine receptor 1A expressed in HEK 293 cells using the radioligand [3H]8-OH-DPAT";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142810";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307715";"";"";"";"-6.0"
"CHEMBL4741978";"";"None";"584.79";"2";"5.31";"48";"C#CCN(C)Cc1ccc(OCCCCCN2CCN(c3cccc4c3ccn4S(=O)(=O)c3ccccc3)CC2)cc1";"Ki";"'='";"684.0";"nM";"6.17";"";"";"UO_0000065";"10.54";"0.20";"0.85";"10.63";"0";"CHEMBL4711038";"Displacement of [3H]8-OH-DPAT from human 5HT1A receptor expressed in HEK293 cells incubated at room temperature for 1 hr by microbeta plate reader analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4706587";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 1.0 hr";"BINDING AGENT";"";"684.0"
"CHEMBL56";"8-OH-DPAT";"None";"247.38";"0";"3.37";"8-OH-DP AT";"CCCN(CCC)C1CCc2cccc(O)c2C1";"Ki";"'='";"2.1";"nM";"8.68";"";"";"UO_0000065";"35.08";"0.66";"5.31";"36.97";"0";"CHEMBL894058";"Displacement of [3H]8-OH-DPAT from human recombinant 5HT1A receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148718";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307715";"";"";"";"2.1"
"CHEMBL1684125";"";"None";"606.82";"2";"5.65";"(+/-)-11c";"CCCN1CCc2cccc3c2C1Cc1cccc(OCCCn2cc(CCN4CCN(c5ccccc5OC)CC4)nn2)c1-3";"Ki";"'='";"7.59";"nM";"8.12";"";"";"UO_0000065";"13.38";"0.25";"2.47";"13.79";"0";"CHEMBL1686529";"Displacement of [3H]8-OH-DPAT from 5-HT1A receptor expressed in CHO cells by liquid scintillation counter";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681760";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"CHEMBL3308072";"";"";"";"7.59"
