"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL128";"SUMATRIPTAN";"4.0";"295.41";"0";"1.32";"sumatriptan (1)";"CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1";"Ki";"'='";"5.5";"nM";"8.26";"";"";"UO_0000065";"27.96";"0.56";"6.94";"12.67";"0";"CHEMBL616864";"Binding affinity was measured on 5-hydroxytryptamine 1D receptor beta in CHO cells transfected with human 5-HT1D beta gene labeled with [3H]5-HT";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127443";"1";"Scientific Literature";"J Med Chem";"1994";"CHEMBL3308072";"";"";"";"5.5"
"CHEMBL318249";"";"None";"501.61";"1";"4.25";"9a";"CCn1cc(-c2ccc3c(c2)c(C2CCN(CCN4CCNC4=O)CC2)cn3-c2ccc(F)cc2)nn1";"Ki";"'='";"28.0";"nM";"7.55";"";"";"UO_0000065";"15.06";"0.28";"3.30";"10.60";"0";"CHEMBL616962";"Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HeLa";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145103";"1";"Scientific Literature";"J Med Chem";"2003";"CHEMBL3308376";"";"";"";"28.0"
"CHEMBL330603";"";"None";"488.57";"0";"3.16";"21a";"Cn1nnnc1-c1ccc2c(c1)c(C1CCN(CCN3CCNC3=O)CC1)cn2-c1ccc(F)cc1";"Ki";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"15.76";"0.29";"4.54";"9.15";"0";"CHEMBL616962";"Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HeLa";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145103";"1";"Scientific Literature";"J Med Chem";"2003";"CHEMBL3308376";"";"";"";"20.0"
"CHEMBL458200";"";"None";"472.63";"0";"4.16";"8";"Cc1ccc2c(OCCN3CCC(Cc4cccc(N5CCN(C)C(=O)C5)c4)CC3)cccc2n1";"Ki";"'='";"125.89";"nM";"6.90";"";"";"UO_0000065";"14.60";"0.27";"2.74";"14.11";"0";"CHEMBL1035841";"Displacement of [3H]5HT from human 5HT1B receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154538";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308072";"";"";"";"6.9"
"CHEMBL248407";"";"None";"536.68";"1";"4.71";"11";"Cc1ccc2c(OCCN3CCN(Cc4ccc5c(c4)N(CCc4ccccc4)C(=O)CO5)CC3)cccc2n1";"Ki";"'='";"25.12";"nM";"7.60";"";"";"UO_0000065";"14.16";"0.26";"2.89";"13.07";"0";"CHEMBL923322";"Displacement of [3H]5-HT from human recombinant 5HT1B receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139760";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";"";"-7.6"
"CHEMBL248456";"";"None";"473.62";"1";"5.01";"3";"Cc1ccc2c(OCCN3CCC(Cc4ccc5c(c4)N(C(C)C)C(=O)CO5)CC3)cccc2n1";"Ki";"'='";"39.81";"nM";"7.40";"";"";"UO_0000065";"15.62";"0.29";"2.39";"13.48";"0";"CHEMBL923322";"Displacement of [3H]5-HT from human recombinant 5HT1B receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139760";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";"";"-7.4"
"CHEMBL307521";"";"None";"341.46";"0";"2.82";"S-(-)- 30";"CCCN(CCC)[C@H]1CCc2ccc3[nH]cc(C(=O)C(N)=O)c3c2C1";"Ki";"'='";"1096.0";"nM";"5.96";"";"";"UO_0000065";"17.46";"0.33";"3.14";"7.53";"0";"CHEMBL616868";"Binding affinity against 5-hydroxytryptamine 1D receptor beta expressed in CHO-K1 cells, using [3H]5-HT as the radioligand.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128401";"1";"Scientific Literature";"J Med Chem";"1995";"CHEMBL3307512";"";"";"";"1096.0"
"CHEMBL609742";"";"None";"389.91";"0";"3.92";"(R)-15c";"O=S(=O)(Nc1ccc2[nH]cc(C[C@H]3CCCN3)c2c1)c1ccccc1Cl";"Ki";"'='";"88.0";"nM";"7.06";"";"";"UO_0000065";"18.10";"0.37";"3.14";"9.54";"0";"CHEMBL829044";"Inhibition of [3H]-8-OH-DPAT binding to human 5-hydroxytryptamine 1B receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141169";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3308072";"";"";"";"88.0"
"CHEMBL421573";"";"None";"484.58";"0";"4.43";"22a";"O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(-c4ncccn4)cc23)CC1";"Ki";"'='";"76.0";"nM";"7.12";"";"";"UO_0000065";"14.69";"0.27";"2.69";"10.74";"0";"CHEMBL616962";"Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HeLa";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145103";"1";"Scientific Literature";"J Med Chem";"2003";"CHEMBL3308376";"";"";"";"76.0"
"CHEMBL1290715";"";"None";"398.51";"0";"3.75";"10";"Cc1ccc2c(N3CCN(CCc4cccc5[nH]c(=O)ccc45)CC3)cccc2n1";"Ki";"'='";"1.995";"nM";"8.70";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1293142";"Antagonist activity at human 5-HT1B receptor expressed in CHO cells assessed as inhibition of GTPgammaS binding by scintillation proximity assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1287678";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308072";"";"";"";"8.7"
